Image,Label
data/train/image\1\52032.jpg,data/train/label/1.jpg
data/train/image\1\5204.jpg,data/train/label/1.jpg
data/train/image\1\52042.jpg,data/train/label/1.jpg
data/train/image\1\52046.jpg,data/train/label/1.jpg
data/train/image\1\52051.jpg,data/train/label/1.jpg
data/train/image\1\52056.jpg,data/train/label/1.jpg
data/train/image\1\52058.jpg,data/train/label/1.jpg
data/train/image\1\52073.jpg,data/train/label/1.jpg
data/train/image\1\52075.jpg,data/train/label/1.jpg
data/train/image\1\52078.jpg,data/train/label/1.jpg
data/train/image\1\52081.jpg,data/train/label/1.jpg
data/train/image\1\52082.jpg,data/train/label/1.jpg
data/train/image\1\52084.jpg,data/train/label/1.jpg
data/train/image\1\52088.jpg,data/train/label/1.jpg
data/train/image\1\52097.jpg,data/train/label/1.jpg
data/train/image\1\52107.jpg,data/train/label/1.jpg
data/train/image\1\52119.jpg,data/train/label/1.jpg
data/train/image\1\52120.jpg,data/train/label/1.jpg
data/train/image\1\52136.jpg,data/train/label/1.jpg
data/train/image\1\52143.jpg,data/train/label/1.jpg
data/train/image\1\52167.jpg,data/train/label/1.jpg
data/train/image\1\52174.jpg,data/train/label/1.jpg
data/train/image\1\52175.jpg,data/train/label/1.jpg
data/train/image\1\52177.jpg,data/train/label/1.jpg
data/train/image\1\52187.jpg,data/train/label/1.jpg
data/train/image\1\52205.jpg,data/train/label/1.jpg
data/train/image\1\5221.jpg,data/train/label/1.jpg
data/train/image\1\52220.jpg,data/train/label/1.jpg
data/train/image\1\52223.jpg,data/train/label/1.jpg
data/train/image\1\52234.jpg,data/train/label/1.jpg
data/train/image\1\52244.jpg,data/train/label/1.jpg
data/train/image\1\52248.jpg,data/train/label/1.jpg
data/train/image\1\5225.jpg,data/train/label/1.jpg
data/train/image\1\52254.jpg,data/train/label/1.jpg
data/train/image\1\52262.jpg,data/train/label/1.jpg
data/train/image\1\52268.jpg,data/train/label/1.jpg
data/train/image\1\52278.jpg,data/train/label/1.jpg
data/train/image\1\52291.jpg,data/train/label/1.jpg
data/train/image\1\52309.jpg,data/train/label/1.jpg
data/train/image\1\52317.jpg,data/train/label/1.jpg
data/train/image\1\52325.jpg,data/train/label/1.jpg
data/train/image\1\52334.jpg,data/train/label/1.jpg
data/train/image\1\5234.jpg,data/train/label/1.jpg
data/train/image\1\52342.jpg,data/train/label/1.jpg
data/train/image\1\5235.jpg,data/train/label/1.jpg
data/train/image\1\52359.jpg,data/train/label/1.jpg
data/train/image\1\52360.jpg,data/train/label/1.jpg
data/train/image\1\52361.jpg,data/train/label/1.jpg
data/train/image\1\52362.jpg,data/train/label/1.jpg
data/train/image\1\52368.jpg,data/train/label/1.jpg
data/train/image\1\52369.jpg,data/train/label/1.jpg
data/train/image\1\5237.jpg,data/train/label/1.jpg
data/train/image\1\52376.jpg,data/train/label/1.jpg
data/train/image\1\52381.jpg,data/train/label/1.jpg
data/train/image\1\52382.jpg,data/train/label/1.jpg
data/train/image\1\5239.jpg,data/train/label/1.jpg
data/train/image\1\52392.jpg,data/train/label/1.jpg
data/train/image\1\52395.jpg,data/train/label/1.jpg
data/train/image\1\52411.jpg,data/train/label/1.jpg
data/train/image\1\52416.jpg,data/train/label/1.jpg
data/train/image\1\52418.jpg,data/train/label/1.jpg
data/train/image\1\52431.jpg,data/train/label/1.jpg
data/train/image\1\52444.jpg,data/train/label/1.jpg
data/train/image\1\5245.jpg,data/train/label/1.jpg
data/train/image\1\52450.jpg,data/train/label/1.jpg
data/train/image\1\52451.jpg,data/train/label/1.jpg
data/train/image\1\52454.jpg,data/train/label/1.jpg
data/train/image\1\52489.jpg,data/train/label/1.jpg
data/train/image\1\52492.jpg,data/train/label/1.jpg
data/train/image\1\52498.jpg,data/train/label/1.jpg
data/train/image\1\52505.jpg,data/train/label/1.jpg
data/train/image\1\52521.jpg,data/train/label/1.jpg
data/train/image\1\52530.jpg,data/train/label/1.jpg
data/train/image\1\52531.jpg,data/train/label/1.jpg
data/train/image\1\52537.jpg,data/train/label/1.jpg
data/train/image\1\52552.jpg,data/train/label/1.jpg
data/train/image\1\5256.jpg,data/train/label/1.jpg
data/train/image\1\52562.jpg,data/train/label/1.jpg
data/train/image\1\52569.jpg,data/train/label/1.jpg
data/train/image\1\52575.jpg,data/train/label/1.jpg
data/train/image\1\52586.jpg,data/train/label/1.jpg
data/train/image\1\52614.jpg,data/train/label/1.jpg
data/train/image\1\52615.jpg,data/train/label/1.jpg
data/train/image\1\52616.jpg,data/train/label/1.jpg
data/train/image\1\52619.jpg,data/train/label/1.jpg
data/train/image\1\5262.jpg,data/train/label/1.jpg
data/train/image\1\52622.jpg,data/train/label/1.jpg
data/train/image\1\52624.jpg,data/train/label/1.jpg
data/train/image\1\52627.jpg,data/train/label/1.jpg
data/train/image\1\52648.jpg,data/train/label/1.jpg
data/train/image\1\52654.jpg,data/train/label/1.jpg
data/train/image\1\52657.jpg,data/train/label/1.jpg
data/train/image\1\52668.jpg,data/train/label/1.jpg
data/train/image\1\52675.jpg,data/train/label/1.jpg
data/train/image\1\52693.jpg,data/train/label/1.jpg
data/train/image\1\5271.jpg,data/train/label/1.jpg
data/train/image\1\52710.jpg,data/train/label/1.jpg
data/train/image\1\52715.jpg,data/train/label/1.jpg
data/train/image\1\52731.jpg,data/train/label/1.jpg
data/train/image\1\52738.jpg,data/train/label/1.jpg
data/train/image\1\52741.jpg,data/train/label/1.jpg
data/train/image\1\52745.jpg,data/train/label/1.jpg
data/train/image\1\52758.jpg,data/train/label/1.jpg
data/train/image\1\52777.jpg,data/train/label/1.jpg
data/train/image\1\52780.jpg,data/train/label/1.jpg
data/train/image\1\52807.jpg,data/train/label/1.jpg
data/train/image\1\52811.jpg,data/train/label/1.jpg
data/train/image\1\52819.jpg,data/train/label/1.jpg
data/train/image\1\52822.jpg,data/train/label/1.jpg
data/train/image\1\52849.jpg,data/train/label/1.jpg
data/train/image\1\52850.jpg,data/train/label/1.jpg
data/train/image\1\52854.jpg,data/train/label/1.jpg
data/train/image\1\52867.jpg,data/train/label/1.jpg
data/train/image\1\52868.jpg,data/train/label/1.jpg
data/train/image\1\52872.jpg,data/train/label/1.jpg
data/train/image\1\52878.jpg,data/train/label/1.jpg
data/train/image\1\52882.jpg,data/train/label/1.jpg
data/train/image\1\52887.jpg,data/train/label/1.jpg
data/train/image\1\52888.jpg,data/train/label/1.jpg
data/train/image\1\52906.jpg,data/train/label/1.jpg
data/train/image\1\52916.jpg,data/train/label/1.jpg
data/train/image\1\52927.jpg,data/train/label/1.jpg
data/train/image\1\52961.jpg,data/train/label/1.jpg
data/train/image\1\52963.jpg,data/train/label/1.jpg
data/train/image\1\52965.jpg,data/train/label/1.jpg
data/train/image\1\52967.jpg,data/train/label/1.jpg
data/train/image\1\52984.jpg,data/train/label/1.jpg
data/train/image\1\52990.jpg,data/train/label/1.jpg
data/train/image\1\53001.jpg,data/train/label/1.jpg
data/train/image\1\53004.jpg,data/train/label/1.jpg
data/train/image\1\5301.jpg,data/train/label/1.jpg
data/train/image\1\53012.jpg,data/train/label/1.jpg
data/train/image\1\53016.jpg,data/train/label/1.jpg
data/train/image\1\53018.jpg,data/train/label/1.jpg
data/train/image\1\5304.jpg,data/train/label/1.jpg
data/train/image\1\53040.jpg,data/train/label/1.jpg
data/train/image\1\53041.jpg,data/train/label/1.jpg
data/train/image\1\53049.jpg,data/train/label/1.jpg
data/train/image\1\5305.jpg,data/train/label/1.jpg
data/train/image\1\53058.jpg,data/train/label/1.jpg
data/train/image\1\53080.jpg,data/train/label/1.jpg
data/train/image\1\53087.jpg,data/train/label/1.jpg
data/train/image\1\53098.jpg,data/train/label/1.jpg
data/train/image\1\53103.jpg,data/train/label/1.jpg
data/train/image\1\53119.jpg,data/train/label/1.jpg
data/train/image\1\53135.jpg,data/train/label/1.jpg
data/train/image\1\53140.jpg,data/train/label/1.jpg
data/train/image\1\53143.jpg,data/train/label/1.jpg
data/train/image\1\53147.jpg,data/train/label/1.jpg
data/train/image\1\53160.jpg,data/train/label/1.jpg
data/train/image\1\53162.jpg,data/train/label/1.jpg
data/train/image\1\53168.jpg,data/train/label/1.jpg
data/train/image\1\53176.jpg,data/train/label/1.jpg
data/train/image\1\53177.jpg,data/train/label/1.jpg
data/train/image\1\53178.jpg,data/train/label/1.jpg
data/train/image\1\53180.jpg,data/train/label/1.jpg
data/train/image\1\53187.jpg,data/train/label/1.jpg
data/train/image\1\53194.jpg,data/train/label/1.jpg
data/train/image\1\53199.jpg,data/train/label/1.jpg
data/train/image\1\53206.jpg,data/train/label/1.jpg
data/train/image\1\53233.jpg,data/train/label/1.jpg
data/train/image\1\53273.jpg,data/train/label/1.jpg
data/train/image\1\533.jpg,data/train/label/1.jpg
data/train/image\1\53301.jpg,data/train/label/1.jpg
data/train/image\1\53304.jpg,data/train/label/1.jpg
data/train/image\1\53308.jpg,data/train/label/1.jpg
data/train/image\1\53310.jpg,data/train/label/1.jpg
data/train/image\1\53314.jpg,data/train/label/1.jpg
data/train/image\1\53321.jpg,data/train/label/1.jpg
data/train/image\1\53326.jpg,data/train/label/1.jpg
data/train/image\1\53330.jpg,data/train/label/1.jpg
data/train/image\1\53341.jpg,data/train/label/1.jpg
data/train/image\1\53348.jpg,data/train/label/1.jpg
data/train/image\1\53351.jpg,data/train/label/1.jpg
data/train/image\1\5336.jpg,data/train/label/1.jpg
data/train/image\1\53361.jpg,data/train/label/1.jpg
data/train/image\1\53371.jpg,data/train/label/1.jpg
data/train/image\1\53375.jpg,data/train/label/1.jpg
data/train/image\1\53383.jpg,data/train/label/1.jpg
data/train/image\1\53394.jpg,data/train/label/1.jpg
data/train/image\1\53395.jpg,data/train/label/1.jpg
data/train/image\1\53405.jpg,data/train/label/1.jpg
data/train/image\1\53409.jpg,data/train/label/1.jpg
data/train/image\1\53425.jpg,data/train/label/1.jpg
data/train/image\1\53427.jpg,data/train/label/1.jpg
data/train/image\1\53436.jpg,data/train/label/1.jpg
data/train/image\1\53448.jpg,data/train/label/1.jpg
data/train/image\1\53467.jpg,data/train/label/1.jpg
data/train/image\1\53468.jpg,data/train/label/1.jpg
data/train/image\1\53471.jpg,data/train/label/1.jpg
data/train/image\1\53484.jpg,data/train/label/1.jpg
data/train/image\1\53489.jpg,data/train/label/1.jpg
data/train/image\1\53498.jpg,data/train/label/1.jpg
data/train/image\1\535.jpg,data/train/label/1.jpg
data/train/image\1\5351.jpg,data/train/label/1.jpg
data/train/image\1\53518.jpg,data/train/label/1.jpg
data/train/image\1\53521.jpg,data/train/label/1.jpg
data/train/image\1\53531.jpg,data/train/label/1.jpg
data/train/image\1\53539.jpg,data/train/label/1.jpg
data/train/image\1\5355.jpg,data/train/label/1.jpg
data/train/image\1\53563.jpg,data/train/label/1.jpg
data/train/image\1\53577.jpg,data/train/label/1.jpg
data/train/image\1\53587.jpg,data/train/label/1.jpg
data/train/image\1\53593.jpg,data/train/label/1.jpg
data/train/image\1\53594.jpg,data/train/label/1.jpg
data/train/image\1\53599.jpg,data/train/label/1.jpg
data/train/image\1\53604.jpg,data/train/label/1.jpg
data/train/image\1\53610.jpg,data/train/label/1.jpg
data/train/image\1\53611.jpg,data/train/label/1.jpg
data/train/image\1\53627.jpg,data/train/label/1.jpg
data/train/image\1\53662.jpg,data/train/label/1.jpg
data/train/image\1\53664.jpg,data/train/label/1.jpg
data/train/image\1\53667.jpg,data/train/label/1.jpg
data/train/image\1\53687.jpg,data/train/label/1.jpg
data/train/image\1\53707.jpg,data/train/label/1.jpg
data/train/image\1\53714.jpg,data/train/label/1.jpg
data/train/image\1\53726.jpg,data/train/label/1.jpg
data/train/image\1\53746.jpg,data/train/label/1.jpg
data/train/image\1\5375.jpg,data/train/label/1.jpg
data/train/image\1\53750.jpg,data/train/label/1.jpg
data/train/image\1\53761.jpg,data/train/label/1.jpg
data/train/image\1\53780.jpg,data/train/label/1.jpg
data/train/image\1\53787.jpg,data/train/label/1.jpg
data/train/image\1\53791.jpg,data/train/label/1.jpg
data/train/image\1\53792.jpg,data/train/label/1.jpg
data/train/image\1\538.jpg,data/train/label/1.jpg
data/train/image\1\53804.jpg,data/train/label/1.jpg
data/train/image\1\53805.jpg,data/train/label/1.jpg
data/train/image\1\53816.jpg,data/train/label/1.jpg
data/train/image\1\53823.jpg,data/train/label/1.jpg
data/train/image\1\53824.jpg,data/train/label/1.jpg
data/train/image\1\53833.jpg,data/train/label/1.jpg
data/train/image\1\53842.jpg,data/train/label/1.jpg
data/train/image\1\53849.jpg,data/train/label/1.jpg
data/train/image\1\53870.jpg,data/train/label/1.jpg
data/train/image\1\53871.jpg,data/train/label/1.jpg
data/train/image\1\53887.jpg,data/train/label/1.jpg
data/train/image\1\53891.jpg,data/train/label/1.jpg
data/train/image\1\53896.jpg,data/train/label/1.jpg
data/train/image\1\53899.jpg,data/train/label/1.jpg
data/train/image\1\53904.jpg,data/train/label/1.jpg
data/train/image\1\53908.jpg,data/train/label/1.jpg
data/train/image\1\53919.jpg,data/train/label/1.jpg
data/train/image\1\53930.jpg,data/train/label/1.jpg
data/train/image\1\53939.jpg,data/train/label/1.jpg
data/train/image\1\5395.jpg,data/train/label/1.jpg
data/train/image\1\53966.jpg,data/train/label/1.jpg
data/train/image\1\53980.jpg,data/train/label/1.jpg
data/train/image\1\54005.jpg,data/train/label/1.jpg
data/train/image\1\54019.jpg,data/train/label/1.jpg
data/train/image\1\54023.jpg,data/train/label/1.jpg
data/train/image\1\54027.jpg,data/train/label/1.jpg
data/train/image\1\54059.jpg,data/train/label/1.jpg
data/train/image\1\54061.jpg,data/train/label/1.jpg
data/train/image\1\54070.jpg,data/train/label/1.jpg
data/train/image\1\54071.jpg,data/train/label/1.jpg
data/train/image\1\54079.jpg,data/train/label/1.jpg
data/train/image\1\54087.jpg,data/train/label/1.jpg
data/train/image\1\54094.jpg,data/train/label/1.jpg
data/train/image\1\54103.jpg,data/train/label/1.jpg
data/train/image\1\54123.jpg,data/train/label/1.jpg
data/train/image\1\54143.jpg,data/train/label/1.jpg
data/train/image\1\54164.jpg,data/train/label/1.jpg
data/train/image\1\54165.jpg,data/train/label/1.jpg
data/train/image\1\54173.jpg,data/train/label/1.jpg
data/train/image\1\54177.jpg,data/train/label/1.jpg
data/train/image\1\54182.jpg,data/train/label/1.jpg
data/train/image\1\54210.jpg,data/train/label/1.jpg
data/train/image\1\54213.jpg,data/train/label/1.jpg
data/train/image\1\54223.jpg,data/train/label/1.jpg
data/train/image\1\54236.jpg,data/train/label/1.jpg
data/train/image\1\54239.jpg,data/train/label/1.jpg
data/train/image\1\5425.jpg,data/train/label/1.jpg
data/train/image\1\54254.jpg,data/train/label/1.jpg
data/train/image\1\54259.jpg,data/train/label/1.jpg
data/train/image\1\54269.jpg,data/train/label/1.jpg
data/train/image\1\5428.jpg,data/train/label/1.jpg
data/train/image\1\5429.jpg,data/train/label/1.jpg
data/train/image\1\54293.jpg,data/train/label/1.jpg
data/train/image\1\54310.jpg,data/train/label/1.jpg
data/train/image\1\54329.jpg,data/train/label/1.jpg
data/train/image\1\54340.jpg,data/train/label/1.jpg
data/train/image\1\54342.jpg,data/train/label/1.jpg
data/train/image\1\54353.jpg,data/train/label/1.jpg
data/train/image\1\54373.jpg,data/train/label/1.jpg
data/train/image\1\54380.jpg,data/train/label/1.jpg
data/train/image\1\54384.jpg,data/train/label/1.jpg
data/train/image\1\54388.jpg,data/train/label/1.jpg
data/train/image\1\5439.jpg,data/train/label/1.jpg
data/train/image\1\54393.jpg,data/train/label/1.jpg
data/train/image\1\54416.jpg,data/train/label/1.jpg
data/train/image\1\54417.jpg,data/train/label/1.jpg
data/train/image\1\54418.jpg,data/train/label/1.jpg
data/train/image\1\54428.jpg,data/train/label/1.jpg
data/train/image\1\5443.jpg,data/train/label/1.jpg
data/train/image\1\54434.jpg,data/train/label/1.jpg
data/train/image\1\54438.jpg,data/train/label/1.jpg
data/train/image\1\54458.jpg,data/train/label/1.jpg
data/train/image\1\54468.jpg,data/train/label/1.jpg
data/train/image\1\54479.jpg,data/train/label/1.jpg
data/train/image\1\54485.jpg,data/train/label/1.jpg
data/train/image\1\54489.jpg,data/train/label/1.jpg
data/train/image\1\54501.jpg,data/train/label/1.jpg
data/train/image\1\54506.jpg,data/train/label/1.jpg
data/train/image\1\54533.jpg,data/train/label/1.jpg
data/train/image\1\54543.jpg,data/train/label/1.jpg
data/train/image\1\54544.jpg,data/train/label/1.jpg
data/train/image\1\54552.jpg,data/train/label/1.jpg
data/train/image\1\54557.jpg,data/train/label/1.jpg
data/train/image\1\54576.jpg,data/train/label/1.jpg
data/train/image\1\54579.jpg,data/train/label/1.jpg
data/train/image\1\54580.jpg,data/train/label/1.jpg
data/train/image\1\54605.jpg,data/train/label/1.jpg
data/train/image\1\54607.jpg,data/train/label/1.jpg
data/train/image\1\54611.jpg,data/train/label/1.jpg
data/train/image\1\54614.jpg,data/train/label/1.jpg
data/train/image\1\54631.jpg,data/train/label/1.jpg
data/train/image\1\54651.jpg,data/train/label/1.jpg
data/train/image\1\54664.jpg,data/train/label/1.jpg
data/train/image\1\54675.jpg,data/train/label/1.jpg
data/train/image\1\54683.jpg,data/train/label/1.jpg
data/train/image\1\54692.jpg,data/train/label/1.jpg
data/train/image\1\54693.jpg,data/train/label/1.jpg
data/train/image\1\54708.jpg,data/train/label/1.jpg
data/train/image\1\54716.jpg,data/train/label/1.jpg
data/train/image\1\54719.jpg,data/train/label/1.jpg
data/train/image\1\54720.jpg,data/train/label/1.jpg
data/train/image\1\54752.jpg,data/train/label/1.jpg
data/train/image\1\54753.jpg,data/train/label/1.jpg
data/train/image\1\5477.jpg,data/train/label/1.jpg
data/train/image\1\54773.jpg,data/train/label/1.jpg
data/train/image\1\54775.jpg,data/train/label/1.jpg
data/train/image\1\54784.jpg,data/train/label/1.jpg
data/train/image\1\54786.jpg,data/train/label/1.jpg
data/train/image\1\5479.jpg,data/train/label/1.jpg
data/train/image\1\54803.jpg,data/train/label/1.jpg
data/train/image\1\54809.jpg,data/train/label/1.jpg
data/train/image\1\54816.jpg,data/train/label/1.jpg
data/train/image\1\54824.jpg,data/train/label/1.jpg
data/train/image\1\54825.jpg,data/train/label/1.jpg
data/train/image\1\5483.jpg,data/train/label/1.jpg
data/train/image\1\5484.jpg,data/train/label/1.jpg
data/train/image\1\54855.jpg,data/train/label/1.jpg
data/train/image\1\54864.jpg,data/train/label/1.jpg
data/train/image\1\54872.jpg,data/train/label/1.jpg
data/train/image\1\54875.jpg,data/train/label/1.jpg
data/train/image\1\54876.jpg,data/train/label/1.jpg
data/train/image\1\54886.jpg,data/train/label/1.jpg
data/train/image\1\54897.jpg,data/train/label/1.jpg
data/train/image\1\54901.jpg,data/train/label/1.jpg
data/train/image\1\54931.jpg,data/train/label/1.jpg
data/train/image\1\5494.jpg,data/train/label/1.jpg
data/train/image\1\54946.jpg,data/train/label/1.jpg
data/train/image\1\54947.jpg,data/train/label/1.jpg
data/train/image\1\54963.jpg,data/train/label/1.jpg
data/train/image\1\54968.jpg,data/train/label/1.jpg
data/train/image\1\54974.jpg,data/train/label/1.jpg
data/train/image\1\54979.jpg,data/train/label/1.jpg
data/train/image\1\5500.jpg,data/train/label/1.jpg
data/train/image\1\55000.jpg,data/train/label/1.jpg
data/train/image\1\55014.jpg,data/train/label/1.jpg
data/train/image\1\55031.jpg,data/train/label/1.jpg
data/train/image\1\55036.jpg,data/train/label/1.jpg
data/train/image\1\55046.jpg,data/train/label/1.jpg
data/train/image\1\55047.jpg,data/train/label/1.jpg
data/train/image\1\55067.jpg,data/train/label/1.jpg
data/train/image\1\5507.jpg,data/train/label/1.jpg
data/train/image\1\55080.jpg,data/train/label/1.jpg
data/train/image\1\55083.jpg,data/train/label/1.jpg
data/train/image\1\55121.jpg,data/train/label/1.jpg
data/train/image\1\55127.jpg,data/train/label/1.jpg
data/train/image\1\55140.jpg,data/train/label/1.jpg
data/train/image\1\55142.jpg,data/train/label/1.jpg
data/train/image\1\55150.jpg,data/train/label/1.jpg
data/train/image\1\55155.jpg,data/train/label/1.jpg
data/train/image\1\5516.jpg,data/train/label/1.jpg
data/train/image\1\55169.jpg,data/train/label/1.jpg
data/train/image\1\55173.jpg,data/train/label/1.jpg
data/train/image\1\55175.jpg,data/train/label/1.jpg
data/train/image\1\552.jpg,data/train/label/1.jpg
data/train/image\1\5520.jpg,data/train/label/1.jpg
data/train/image\1\55214.jpg,data/train/label/1.jpg
data/train/image\1\55215.jpg,data/train/label/1.jpg
data/train/image\1\55222.jpg,data/train/label/1.jpg
data/train/image\1\55232.jpg,data/train/label/1.jpg
data/train/image\1\55236.jpg,data/train/label/1.jpg
data/train/image\1\55262.jpg,data/train/label/1.jpg
data/train/image\1\55267.jpg,data/train/label/1.jpg
data/train/image\1\5527.jpg,data/train/label/1.jpg
data/train/image\1\55271.jpg,data/train/label/1.jpg
data/train/image\1\55279.jpg,data/train/label/1.jpg
data/train/image\1\55286.jpg,data/train/label/1.jpg
data/train/image\1\55299.jpg,data/train/label/1.jpg
data/train/image\1\553.jpg,data/train/label/1.jpg
data/train/image\1\5530.jpg,data/train/label/1.jpg
data/train/image\1\55306.jpg,data/train/label/1.jpg
data/train/image\1\55310.jpg,data/train/label/1.jpg
data/train/image\1\55317.jpg,data/train/label/1.jpg
data/train/image\1\55324.jpg,data/train/label/1.jpg
data/train/image\1\55335.jpg,data/train/label/1.jpg
data/train/image\1\55338.jpg,data/train/label/1.jpg
data/train/image\1\55358.jpg,data/train/label/1.jpg
data/train/image\1\55371.jpg,data/train/label/1.jpg
data/train/image\1\55380.jpg,data/train/label/1.jpg
data/train/image\1\55386.jpg,data/train/label/1.jpg
data/train/image\1\55397.jpg,data/train/label/1.jpg
data/train/image\1\55411.jpg,data/train/label/1.jpg
data/train/image\1\55412.jpg,data/train/label/1.jpg
data/train/image\1\55415.jpg,data/train/label/1.jpg
data/train/image\1\55417.jpg,data/train/label/1.jpg
data/train/image\1\5543.jpg,data/train/label/1.jpg
data/train/image\1\55449.jpg,data/train/label/1.jpg
data/train/image\1\55478.jpg,data/train/label/1.jpg
data/train/image\1\55495.jpg,data/train/label/1.jpg
data/train/image\1\55499.jpg,data/train/label/1.jpg
data/train/image\1\55500.jpg,data/train/label/1.jpg
data/train/image\1\55502.jpg,data/train/label/1.jpg
data/train/image\1\55505.jpg,data/train/label/1.jpg
data/train/image\1\5552.jpg,data/train/label/1.jpg
data/train/image\1\55523.jpg,data/train/label/1.jpg
data/train/image\1\55524.jpg,data/train/label/1.jpg
data/train/image\1\55543.jpg,data/train/label/1.jpg
data/train/image\1\55567.jpg,data/train/label/1.jpg
data/train/image\1\55574.jpg,data/train/label/1.jpg
data/train/image\1\55583.jpg,data/train/label/1.jpg
data/train/image\1\55587.jpg,data/train/label/1.jpg
data/train/image\1\55594.jpg,data/train/label/1.jpg
data/train/image\1\55596.jpg,data/train/label/1.jpg
data/train/image\1\556.jpg,data/train/label/1.jpg
data/train/image\1\55601.jpg,data/train/label/1.jpg
data/train/image\1\55609.jpg,data/train/label/1.jpg
data/train/image\1\55621.jpg,data/train/label/1.jpg
data/train/image\1\55634.jpg,data/train/label/1.jpg
data/train/image\1\55635.jpg,data/train/label/1.jpg
data/train/image\1\55644.jpg,data/train/label/1.jpg
data/train/image\1\55671.jpg,data/train/label/1.jpg
data/train/image\1\55686.jpg,data/train/label/1.jpg
data/train/image\1\5570.jpg,data/train/label/1.jpg
data/train/image\1\55707.jpg,data/train/label/1.jpg
data/train/image\1\5571.jpg,data/train/label/1.jpg
data/train/image\1\55710.jpg,data/train/label/1.jpg
data/train/image\1\55714.jpg,data/train/label/1.jpg
data/train/image\1\55716.jpg,data/train/label/1.jpg
data/train/image\1\55719.jpg,data/train/label/1.jpg
data/train/image\1\55740.jpg,data/train/label/1.jpg
data/train/image\1\55747.jpg,data/train/label/1.jpg
data/train/image\1\55767.jpg,data/train/label/1.jpg
data/train/image\1\55768.jpg,data/train/label/1.jpg
data/train/image\1\55784.jpg,data/train/label/1.jpg
data/train/image\1\55786.jpg,data/train/label/1.jpg
data/train/image\1\55787.jpg,data/train/label/1.jpg
data/train/image\1\55819.jpg,data/train/label/1.jpg
data/train/image\1\5582.jpg,data/train/label/1.jpg
data/train/image\1\55825.jpg,data/train/label/1.jpg
data/train/image\1\55832.jpg,data/train/label/1.jpg
data/train/image\1\55846.jpg,data/train/label/1.jpg
data/train/image\1\55855.jpg,data/train/label/1.jpg
data/train/image\1\55870.jpg,data/train/label/1.jpg
data/train/image\1\55888.jpg,data/train/label/1.jpg
data/train/image\1\55901.jpg,data/train/label/1.jpg
data/train/image\1\55920.jpg,data/train/label/1.jpg
data/train/image\1\55931.jpg,data/train/label/1.jpg
data/train/image\1\55939.jpg,data/train/label/1.jpg
data/train/image\1\55955.jpg,data/train/label/1.jpg
data/train/image\1\55961.jpg,data/train/label/1.jpg
data/train/image\1\55963.jpg,data/train/label/1.jpg
data/train/image\1\55988.jpg,data/train/label/1.jpg
data/train/image\1\55995.jpg,data/train/label/1.jpg
data/train/image\1\56000.jpg,data/train/label/1.jpg
data/train/image\1\56007.jpg,data/train/label/1.jpg
data/train/image\1\5601.jpg,data/train/label/1.jpg
data/train/image\1\56010.jpg,data/train/label/1.jpg
data/train/image\1\56016.jpg,data/train/label/1.jpg
data/train/image\1\56020.jpg,data/train/label/1.jpg
data/train/image\1\56025.jpg,data/train/label/1.jpg
data/train/image\1\56046.jpg,data/train/label/1.jpg
data/train/image\1\56048.jpg,data/train/label/1.jpg
data/train/image\1\56057.jpg,data/train/label/1.jpg
data/train/image\1\56071.jpg,data/train/label/1.jpg
data/train/image\1\56081.jpg,data/train/label/1.jpg
data/train/image\1\56089.jpg,data/train/label/1.jpg
data/train/image\1\56099.jpg,data/train/label/1.jpg
data/train/image\1\5610.jpg,data/train/label/1.jpg
data/train/image\1\56110.jpg,data/train/label/1.jpg
data/train/image\1\56114.jpg,data/train/label/1.jpg
data/train/image\1\56117.jpg,data/train/label/1.jpg
data/train/image\1\56123.jpg,data/train/label/1.jpg
data/train/image\1\56138.jpg,data/train/label/1.jpg
data/train/image\1\56149.jpg,data/train/label/1.jpg
data/train/image\1\56169.jpg,data/train/label/1.jpg
data/train/image\1\56189.jpg,data/train/label/1.jpg
data/train/image\1\56192.jpg,data/train/label/1.jpg
data/train/image\1\56208.jpg,data/train/label/1.jpg
data/train/image\1\56221.jpg,data/train/label/1.jpg
data/train/image\1\56226.jpg,data/train/label/1.jpg
data/train/image\1\56241.jpg,data/train/label/1.jpg
data/train/image\1\56252.jpg,data/train/label/1.jpg
data/train/image\1\56261.jpg,data/train/label/1.jpg
data/train/image\1\56273.jpg,data/train/label/1.jpg
data/train/image\1\56278.jpg,data/train/label/1.jpg
data/train/image\1\56283.jpg,data/train/label/1.jpg
data/train/image\1\56291.jpg,data/train/label/1.jpg
data/train/image\1\5630.jpg,data/train/label/1.jpg
data/train/image\1\56308.jpg,data/train/label/1.jpg
data/train/image\1\56326.jpg,data/train/label/1.jpg
data/train/image\1\56328.jpg,data/train/label/1.jpg
data/train/image\1\56333.jpg,data/train/label/1.jpg
data/train/image\1\56336.jpg,data/train/label/1.jpg
data/train/image\1\56338.jpg,data/train/label/1.jpg
data/train/image\1\56343.jpg,data/train/label/1.jpg
data/train/image\1\56349.jpg,data/train/label/1.jpg
data/train/image\1\5635.jpg,data/train/label/1.jpg
data/train/image\1\56365.jpg,data/train/label/1.jpg
data/train/image\1\56367.jpg,data/train/label/1.jpg
data/train/image\1\56374.jpg,data/train/label/1.jpg
data/train/image\1\56384.jpg,data/train/label/1.jpg
data/train/image\1\56423.jpg,data/train/label/1.jpg
data/train/image\1\5643.jpg,data/train/label/1.jpg
