Image,Label
data/train/image\8\24959.jpg,data/train/label/8.jpg
data/train/image\8\24979.jpg,data/train/label/8.jpg
data/train/image\8\24981.jpg,data/train/label/8.jpg
data/train/image\8\25008.jpg,data/train/label/8.jpg
data/train/image\8\25012.jpg,data/train/label/8.jpg
data/train/image\8\25015.jpg,data/train/label/8.jpg
data/train/image\8\25016.jpg,data/train/label/8.jpg
data/train/image\8\25018.jpg,data/train/label/8.jpg
data/train/image\8\25043.jpg,data/train/label/8.jpg
data/train/image\8\2507.jpg,data/train/label/8.jpg
data/train/image\8\25072.jpg,data/train/label/8.jpg
data/train/image\8\25074.jpg,data/train/label/8.jpg
data/train/image\8\25081.jpg,data/train/label/8.jpg
data/train/image\8\25097.jpg,data/train/label/8.jpg
data/train/image\8\2511.jpg,data/train/label/8.jpg
data/train/image\8\25117.jpg,data/train/label/8.jpg
data/train/image\8\25120.jpg,data/train/label/8.jpg
data/train/image\8\25131.jpg,data/train/label/8.jpg
data/train/image\8\25132.jpg,data/train/label/8.jpg
data/train/image\8\25143.jpg,data/train/label/8.jpg
data/train/image\8\25146.jpg,data/train/label/8.jpg
data/train/image\8\25149.jpg,data/train/label/8.jpg
data/train/image\8\25179.jpg,data/train/label/8.jpg
data/train/image\8\25186.jpg,data/train/label/8.jpg
data/train/image\8\25195.jpg,data/train/label/8.jpg
data/train/image\8\25205.jpg,data/train/label/8.jpg
data/train/image\8\25207.jpg,data/train/label/8.jpg
data/train/image\8\25213.jpg,data/train/label/8.jpg
data/train/image\8\25228.jpg,data/train/label/8.jpg
data/train/image\8\25232.jpg,data/train/label/8.jpg
data/train/image\8\25236.jpg,data/train/label/8.jpg
data/train/image\8\25250.jpg,data/train/label/8.jpg
data/train/image\8\25251.jpg,data/train/label/8.jpg
data/train/image\8\25254.jpg,data/train/label/8.jpg
data/train/image\8\25256.jpg,data/train/label/8.jpg
data/train/image\8\25262.jpg,data/train/label/8.jpg
data/train/image\8\25275.jpg,data/train/label/8.jpg
data/train/image\8\25276.jpg,data/train/label/8.jpg
data/train/image\8\25301.jpg,data/train/label/8.jpg
data/train/image\8\25320.jpg,data/train/label/8.jpg
data/train/image\8\25321.jpg,data/train/label/8.jpg
data/train/image\8\25326.jpg,data/train/label/8.jpg
data/train/image\8\25341.jpg,data/train/label/8.jpg
data/train/image\8\25360.jpg,data/train/label/8.jpg
data/train/image\8\25362.jpg,data/train/label/8.jpg
data/train/image\8\25365.jpg,data/train/label/8.jpg
data/train/image\8\25379.jpg,data/train/label/8.jpg
data/train/image\8\25387.jpg,data/train/label/8.jpg
data/train/image\8\25388.jpg,data/train/label/8.jpg
data/train/image\8\25400.jpg,data/train/label/8.jpg
data/train/image\8\25415.jpg,data/train/label/8.jpg
data/train/image\8\25418.jpg,data/train/label/8.jpg
data/train/image\8\25429.jpg,data/train/label/8.jpg
data/train/image\8\25445.jpg,data/train/label/8.jpg
data/train/image\8\25455.jpg,data/train/label/8.jpg
data/train/image\8\25464.jpg,data/train/label/8.jpg
data/train/image\8\25477.jpg,data/train/label/8.jpg
data/train/image\8\25482.jpg,data/train/label/8.jpg
data/train/image\8\25486.jpg,data/train/label/8.jpg
data/train/image\8\25495.jpg,data/train/label/8.jpg
data/train/image\8\25514.jpg,data/train/label/8.jpg
data/train/image\8\25527.jpg,data/train/label/8.jpg
data/train/image\8\25544.jpg,data/train/label/8.jpg
data/train/image\8\25545.jpg,data/train/label/8.jpg
data/train/image\8\25546.jpg,data/train/label/8.jpg
data/train/image\8\2555.jpg,data/train/label/8.jpg
data/train/image\8\25556.jpg,data/train/label/8.jpg
data/train/image\8\25563.jpg,data/train/label/8.jpg
data/train/image\8\25568.jpg,data/train/label/8.jpg
data/train/image\8\25582.jpg,data/train/label/8.jpg
data/train/image\8\25583.jpg,data/train/label/8.jpg
data/train/image\8\25587.jpg,data/train/label/8.jpg
data/train/image\8\25592.jpg,data/train/label/8.jpg
data/train/image\8\25607.jpg,data/train/label/8.jpg
data/train/image\8\25620.jpg,data/train/label/8.jpg
data/train/image\8\25647.jpg,data/train/label/8.jpg
data/train/image\8\25657.jpg,data/train/label/8.jpg
data/train/image\8\25661.jpg,data/train/label/8.jpg
data/train/image\8\25674.jpg,data/train/label/8.jpg
data/train/image\8\25686.jpg,data/train/label/8.jpg
data/train/image\8\25692.jpg,data/train/label/8.jpg
data/train/image\8\25709.jpg,data/train/label/8.jpg
data/train/image\8\25710.jpg,data/train/label/8.jpg
data/train/image\8\25715.jpg,data/train/label/8.jpg
data/train/image\8\25731.jpg,data/train/label/8.jpg
data/train/image\8\25736.jpg,data/train/label/8.jpg
data/train/image\8\25741.jpg,data/train/label/8.jpg
data/train/image\8\25763.jpg,data/train/label/8.jpg
data/train/image\8\25766.jpg,data/train/label/8.jpg
data/train/image\8\2577.jpg,data/train/label/8.jpg
data/train/image\8\25776.jpg,data/train/label/8.jpg
data/train/image\8\25796.jpg,data/train/label/8.jpg
data/train/image\8\25799.jpg,data/train/label/8.jpg
data/train/image\8\25819.jpg,data/train/label/8.jpg
data/train/image\8\25835.jpg,data/train/label/8.jpg
data/train/image\8\25843.jpg,data/train/label/8.jpg
data/train/image\8\25849.jpg,data/train/label/8.jpg
data/train/image\8\25851.jpg,data/train/label/8.jpg
data/train/image\8\25859.jpg,data/train/label/8.jpg
data/train/image\8\25870.jpg,data/train/label/8.jpg
data/train/image\8\25873.jpg,data/train/label/8.jpg
data/train/image\8\25879.jpg,data/train/label/8.jpg
data/train/image\8\25890.jpg,data/train/label/8.jpg
data/train/image\8\2593.jpg,data/train/label/8.jpg
data/train/image\8\25947.jpg,data/train/label/8.jpg
data/train/image\8\25951.jpg,data/train/label/8.jpg
data/train/image\8\25968.jpg,data/train/label/8.jpg
data/train/image\8\25975.jpg,data/train/label/8.jpg
data/train/image\8\25976.jpg,data/train/label/8.jpg
data/train/image\8\2598.jpg,data/train/label/8.jpg
data/train/image\8\25984.jpg,data/train/label/8.jpg
data/train/image\8\25986.jpg,data/train/label/8.jpg
data/train/image\8\25988.jpg,data/train/label/8.jpg
data/train/image\8\26003.jpg,data/train/label/8.jpg
data/train/image\8\26022.jpg,data/train/label/8.jpg
data/train/image\8\26023.jpg,data/train/label/8.jpg
data/train/image\8\26028.jpg,data/train/label/8.jpg
data/train/image\8\26036.jpg,data/train/label/8.jpg
data/train/image\8\26043.jpg,data/train/label/8.jpg
data/train/image\8\26061.jpg,data/train/label/8.jpg
data/train/image\8\26078.jpg,data/train/label/8.jpg
data/train/image\8\26079.jpg,data/train/label/8.jpg
data/train/image\8\26085.jpg,data/train/label/8.jpg
data/train/image\8\26090.jpg,data/train/label/8.jpg
data/train/image\8\2610.jpg,data/train/label/8.jpg
data/train/image\8\26100.jpg,data/train/label/8.jpg
data/train/image\8\2611.jpg,data/train/label/8.jpg
data/train/image\8\26115.jpg,data/train/label/8.jpg
data/train/image\8\26122.jpg,data/train/label/8.jpg
data/train/image\8\26135.jpg,data/train/label/8.jpg
data/train/image\8\26136.jpg,data/train/label/8.jpg
data/train/image\8\26138.jpg,data/train/label/8.jpg
data/train/image\8\26145.jpg,data/train/label/8.jpg
data/train/image\8\26147.jpg,data/train/label/8.jpg
data/train/image\8\26153.jpg,data/train/label/8.jpg
data/train/image\8\26200.jpg,data/train/label/8.jpg
data/train/image\8\26203.jpg,data/train/label/8.jpg
data/train/image\8\26231.jpg,data/train/label/8.jpg
data/train/image\8\26244.jpg,data/train/label/8.jpg
data/train/image\8\26248.jpg,data/train/label/8.jpg
data/train/image\8\26257.jpg,data/train/label/8.jpg
data/train/image\8\26273.jpg,data/train/label/8.jpg
data/train/image\8\2628.jpg,data/train/label/8.jpg
data/train/image\8\26289.jpg,data/train/label/8.jpg
data/train/image\8\26294.jpg,data/train/label/8.jpg
data/train/image\8\26327.jpg,data/train/label/8.jpg
data/train/image\8\26351.jpg,data/train/label/8.jpg
data/train/image\8\2636.jpg,data/train/label/8.jpg
data/train/image\8\26362.jpg,data/train/label/8.jpg
data/train/image\8\26373.jpg,data/train/label/8.jpg
data/train/image\8\26379.jpg,data/train/label/8.jpg
data/train/image\8\26385.jpg,data/train/label/8.jpg
data/train/image\8\26397.jpg,data/train/label/8.jpg
data/train/image\8\26414.jpg,data/train/label/8.jpg
data/train/image\8\26443.jpg,data/train/label/8.jpg
data/train/image\8\26471.jpg,data/train/label/8.jpg
data/train/image\8\26474.jpg,data/train/label/8.jpg
data/train/image\8\26491.jpg,data/train/label/8.jpg
data/train/image\8\26496.jpg,data/train/label/8.jpg
data/train/image\8\265.jpg,data/train/label/8.jpg
data/train/image\8\26515.jpg,data/train/label/8.jpg
data/train/image\8\26519.jpg,data/train/label/8.jpg
data/train/image\8\26520.jpg,data/train/label/8.jpg
data/train/image\8\26523.jpg,data/train/label/8.jpg
data/train/image\8\26532.jpg,data/train/label/8.jpg
data/train/image\8\26543.jpg,data/train/label/8.jpg
data/train/image\8\26557.jpg,data/train/label/8.jpg
data/train/image\8\26569.jpg,data/train/label/8.jpg
data/train/image\8\26580.jpg,data/train/label/8.jpg
data/train/image\8\26583.jpg,data/train/label/8.jpg
data/train/image\8\26605.jpg,data/train/label/8.jpg
data/train/image\8\26611.jpg,data/train/label/8.jpg
data/train/image\8\26616.jpg,data/train/label/8.jpg
data/train/image\8\26628.jpg,data/train/label/8.jpg
data/train/image\8\26660.jpg,data/train/label/8.jpg
data/train/image\8\26661.jpg,data/train/label/8.jpg
data/train/image\8\26664.jpg,data/train/label/8.jpg
data/train/image\8\26666.jpg,data/train/label/8.jpg
data/train/image\8\26672.jpg,data/train/label/8.jpg
data/train/image\8\2668.jpg,data/train/label/8.jpg
data/train/image\8\26681.jpg,data/train/label/8.jpg
data/train/image\8\26701.jpg,data/train/label/8.jpg
data/train/image\8\26708.jpg,data/train/label/8.jpg
data/train/image\8\26719.jpg,data/train/label/8.jpg
data/train/image\8\2672.jpg,data/train/label/8.jpg
data/train/image\8\26720.jpg,data/train/label/8.jpg
data/train/image\8\26737.jpg,data/train/label/8.jpg
data/train/image\8\26743.jpg,data/train/label/8.jpg
data/train/image\8\26760.jpg,data/train/label/8.jpg
data/train/image\8\26762.jpg,data/train/label/8.jpg
data/train/image\8\26773.jpg,data/train/label/8.jpg
data/train/image\8\26776.jpg,data/train/label/8.jpg
data/train/image\8\2678.jpg,data/train/label/8.jpg
data/train/image\8\26786.jpg,data/train/label/8.jpg
data/train/image\8\2679.jpg,data/train/label/8.jpg
data/train/image\8\26791.jpg,data/train/label/8.jpg
data/train/image\8\26804.jpg,data/train/label/8.jpg
data/train/image\8\26805.jpg,data/train/label/8.jpg
data/train/image\8\26807.jpg,data/train/label/8.jpg
data/train/image\8\2681.jpg,data/train/label/8.jpg
data/train/image\8\26813.jpg,data/train/label/8.jpg
data/train/image\8\2682.jpg,data/train/label/8.jpg
data/train/image\8\2683.jpg,data/train/label/8.jpg
data/train/image\8\2685.jpg,data/train/label/8.jpg
data/train/image\8\26852.jpg,data/train/label/8.jpg
data/train/image\8\26865.jpg,data/train/label/8.jpg
data/train/image\8\2687.jpg,data/train/label/8.jpg
data/train/image\8\26893.jpg,data/train/label/8.jpg
data/train/image\8\26908.jpg,data/train/label/8.jpg
data/train/image\8\26919.jpg,data/train/label/8.jpg
data/train/image\8\26935.jpg,data/train/label/8.jpg
data/train/image\8\26936.jpg,data/train/label/8.jpg
data/train/image\8\26947.jpg,data/train/label/8.jpg
data/train/image\8\26948.jpg,data/train/label/8.jpg
data/train/image\8\26952.jpg,data/train/label/8.jpg
data/train/image\8\26953.jpg,data/train/label/8.jpg
data/train/image\8\26971.jpg,data/train/label/8.jpg
data/train/image\8\26987.jpg,data/train/label/8.jpg
data/train/image\8\2699.jpg,data/train/label/8.jpg
data/train/image\8\26996.jpg,data/train/label/8.jpg
data/train/image\8\27008.jpg,data/train/label/8.jpg
data/train/image\8\27017.jpg,data/train/label/8.jpg
data/train/image\8\27024.jpg,data/train/label/8.jpg
data/train/image\8\27027.jpg,data/train/label/8.jpg
data/train/image\8\27029.jpg,data/train/label/8.jpg
data/train/image\8\27030.jpg,data/train/label/8.jpg
data/train/image\8\27045.jpg,data/train/label/8.jpg
data/train/image\8\27048.jpg,data/train/label/8.jpg
data/train/image\8\27051.jpg,data/train/label/8.jpg
data/train/image\8\27072.jpg,data/train/label/8.jpg
data/train/image\8\27076.jpg,data/train/label/8.jpg
data/train/image\8\27085.jpg,data/train/label/8.jpg
data/train/image\8\27096.jpg,data/train/label/8.jpg
data/train/image\8\27105.jpg,data/train/label/8.jpg
data/train/image\8\27106.jpg,data/train/label/8.jpg
data/train/image\8\27118.jpg,data/train/label/8.jpg
data/train/image\8\27121.jpg,data/train/label/8.jpg
data/train/image\8\27126.jpg,data/train/label/8.jpg
data/train/image\8\27146.jpg,data/train/label/8.jpg
data/train/image\8\27147.jpg,data/train/label/8.jpg
data/train/image\8\27177.jpg,data/train/label/8.jpg
data/train/image\8\27185.jpg,data/train/label/8.jpg
data/train/image\8\27195.jpg,data/train/label/8.jpg
data/train/image\8\27197.jpg,data/train/label/8.jpg
data/train/image\8\27210.jpg,data/train/label/8.jpg
data/train/image\8\27236.jpg,data/train/label/8.jpg
data/train/image\8\27241.jpg,data/train/label/8.jpg
data/train/image\8\27251.jpg,data/train/label/8.jpg
data/train/image\8\27269.jpg,data/train/label/8.jpg
data/train/image\8\27278.jpg,data/train/label/8.jpg
data/train/image\8\27286.jpg,data/train/label/8.jpg
data/train/image\8\27293.jpg,data/train/label/8.jpg
data/train/image\8\27294.jpg,data/train/label/8.jpg
data/train/image\8\27299.jpg,data/train/label/8.jpg
data/train/image\8\27312.jpg,data/train/label/8.jpg
data/train/image\8\27323.jpg,data/train/label/8.jpg
data/train/image\8\27324.jpg,data/train/label/8.jpg
data/train/image\8\27348.jpg,data/train/label/8.jpg
data/train/image\8\27358.jpg,data/train/label/8.jpg
data/train/image\8\27359.jpg,data/train/label/8.jpg
data/train/image\8\27372.jpg,data/train/label/8.jpg
data/train/image\8\27381.jpg,data/train/label/8.jpg
data/train/image\8\27386.jpg,data/train/label/8.jpg
data/train/image\8\27399.jpg,data/train/label/8.jpg
data/train/image\8\27418.jpg,data/train/label/8.jpg
data/train/image\8\27425.jpg,data/train/label/8.jpg
data/train/image\8\27447.jpg,data/train/label/8.jpg
data/train/image\8\27459.jpg,data/train/label/8.jpg
data/train/image\8\27469.jpg,data/train/label/8.jpg
data/train/image\8\27488.jpg,data/train/label/8.jpg
data/train/image\8\27493.jpg,data/train/label/8.jpg
data/train/image\8\27508.jpg,data/train/label/8.jpg
data/train/image\8\27513.jpg,data/train/label/8.jpg
data/train/image\8\27524.jpg,data/train/label/8.jpg
data/train/image\8\27545.jpg,data/train/label/8.jpg
data/train/image\8\27562.jpg,data/train/label/8.jpg
data/train/image\8\27563.jpg,data/train/label/8.jpg
data/train/image\8\27568.jpg,data/train/label/8.jpg
data/train/image\8\27579.jpg,data/train/label/8.jpg
data/train/image\8\27596.jpg,data/train/label/8.jpg
data/train/image\8\27599.jpg,data/train/label/8.jpg
data/train/image\8\27606.jpg,data/train/label/8.jpg
data/train/image\8\27608.jpg,data/train/label/8.jpg
data/train/image\8\2761.jpg,data/train/label/8.jpg
data/train/image\8\27613.jpg,data/train/label/8.jpg
data/train/image\8\27616.jpg,data/train/label/8.jpg
data/train/image\8\27636.jpg,data/train/label/8.jpg
data/train/image\8\27646.jpg,data/train/label/8.jpg
data/train/image\8\27650.jpg,data/train/label/8.jpg
data/train/image\8\27678.jpg,data/train/label/8.jpg
data/train/image\8\2768.jpg,data/train/label/8.jpg
data/train/image\8\27687.jpg,data/train/label/8.jpg
data/train/image\8\27729.jpg,data/train/label/8.jpg
data/train/image\8\27733.jpg,data/train/label/8.jpg
data/train/image\8\27740.jpg,data/train/label/8.jpg
data/train/image\8\27762.jpg,data/train/label/8.jpg
data/train/image\8\27798.jpg,data/train/label/8.jpg
data/train/image\8\2781.jpg,data/train/label/8.jpg
data/train/image\8\27819.jpg,data/train/label/8.jpg
data/train/image\8\27849.jpg,data/train/label/8.jpg
data/train/image\8\27851.jpg,data/train/label/8.jpg
data/train/image\8\27889.jpg,data/train/label/8.jpg
data/train/image\8\27891.jpg,data/train/label/8.jpg
data/train/image\8\27892.jpg,data/train/label/8.jpg
data/train/image\8\27907.jpg,data/train/label/8.jpg
data/train/image\8\27910.jpg,data/train/label/8.jpg
data/train/image\8\27916.jpg,data/train/label/8.jpg
data/train/image\8\27918.jpg,data/train/label/8.jpg
data/train/image\8\27927.jpg,data/train/label/8.jpg
data/train/image\8\27947.jpg,data/train/label/8.jpg
data/train/image\8\27958.jpg,data/train/label/8.jpg
data/train/image\8\27964.jpg,data/train/label/8.jpg
data/train/image\8\27972.jpg,data/train/label/8.jpg
data/train/image\8\27973.jpg,data/train/label/8.jpg
data/train/image\8\27974.jpg,data/train/label/8.jpg
data/train/image\8\27994.jpg,data/train/label/8.jpg
data/train/image\8\27995.jpg,data/train/label/8.jpg
data/train/image\8\27998.jpg,data/train/label/8.jpg
data/train/image\8\27999.jpg,data/train/label/8.jpg
data/train/image\8\28003.jpg,data/train/label/8.jpg
data/train/image\8\28010.jpg,data/train/label/8.jpg
data/train/image\8\28023.jpg,data/train/label/8.jpg
data/train/image\8\28033.jpg,data/train/label/8.jpg
data/train/image\8\28042.jpg,data/train/label/8.jpg
data/train/image\8\28045.jpg,data/train/label/8.jpg
data/train/image\8\2805.jpg,data/train/label/8.jpg
data/train/image\8\28054.jpg,data/train/label/8.jpg
data/train/image\8\28065.jpg,data/train/label/8.jpg
data/train/image\8\28093.jpg,data/train/label/8.jpg
data/train/image\8\2810.jpg,data/train/label/8.jpg
data/train/image\8\28136.jpg,data/train/label/8.jpg
data/train/image\8\28144.jpg,data/train/label/8.jpg
data/train/image\8\28147.jpg,data/train/label/8.jpg
data/train/image\8\28181.jpg,data/train/label/8.jpg
data/train/image\8\28182.jpg,data/train/label/8.jpg
data/train/image\8\28188.jpg,data/train/label/8.jpg
data/train/image\8\28198.jpg,data/train/label/8.jpg
data/train/image\8\28206.jpg,data/train/label/8.jpg
data/train/image\8\28226.jpg,data/train/label/8.jpg
data/train/image\8\28233.jpg,data/train/label/8.jpg
data/train/image\8\28241.jpg,data/train/label/8.jpg
data/train/image\8\28247.jpg,data/train/label/8.jpg
data/train/image\8\28297.jpg,data/train/label/8.jpg
data/train/image\8\28301.jpg,data/train/label/8.jpg
data/train/image\8\28306.jpg,data/train/label/8.jpg
data/train/image\8\28307.jpg,data/train/label/8.jpg
data/train/image\8\2833.jpg,data/train/label/8.jpg
data/train/image\8\28338.jpg,data/train/label/8.jpg
data/train/image\8\28341.jpg,data/train/label/8.jpg
data/train/image\8\28342.jpg,data/train/label/8.jpg
data/train/image\8\28348.jpg,data/train/label/8.jpg
data/train/image\8\28351.jpg,data/train/label/8.jpg
data/train/image\8\28352.jpg,data/train/label/8.jpg
data/train/image\8\28364.jpg,data/train/label/8.jpg
data/train/image\8\28381.jpg,data/train/label/8.jpg
data/train/image\8\28390.jpg,data/train/label/8.jpg
data/train/image\8\28401.jpg,data/train/label/8.jpg
data/train/image\8\2841.jpg,data/train/label/8.jpg
data/train/image\8\28419.jpg,data/train/label/8.jpg
data/train/image\8\2842.jpg,data/train/label/8.jpg
data/train/image\8\28432.jpg,data/train/label/8.jpg
data/train/image\8\28433.jpg,data/train/label/8.jpg
data/train/image\8\2845.jpg,data/train/label/8.jpg
data/train/image\8\28470.jpg,data/train/label/8.jpg
data/train/image\8\28474.jpg,data/train/label/8.jpg
data/train/image\8\28475.jpg,data/train/label/8.jpg
data/train/image\8\28480.jpg,data/train/label/8.jpg
data/train/image\8\28483.jpg,data/train/label/8.jpg
data/train/image\8\28490.jpg,data/train/label/8.jpg
data/train/image\8\28495.jpg,data/train/label/8.jpg
data/train/image\8\28498.jpg,data/train/label/8.jpg
data/train/image\8\28503.jpg,data/train/label/8.jpg
data/train/image\8\28506.jpg,data/train/label/8.jpg
data/train/image\8\28511.jpg,data/train/label/8.jpg
data/train/image\8\28526.jpg,data/train/label/8.jpg
data/train/image\8\28539.jpg,data/train/label/8.jpg
data/train/image\8\28581.jpg,data/train/label/8.jpg
data/train/image\8\28587.jpg,data/train/label/8.jpg
data/train/image\8\28595.jpg,data/train/label/8.jpg
data/train/image\8\28623.jpg,data/train/label/8.jpg
data/train/image\8\28643.jpg,data/train/label/8.jpg
data/train/image\8\28648.jpg,data/train/label/8.jpg
data/train/image\8\28662.jpg,data/train/label/8.jpg
data/train/image\8\28663.jpg,data/train/label/8.jpg
data/train/image\8\28664.jpg,data/train/label/8.jpg
data/train/image\8\28682.jpg,data/train/label/8.jpg
data/train/image\8\28687.jpg,data/train/label/8.jpg
data/train/image\8\28694.jpg,data/train/label/8.jpg
data/train/image\8\28699.jpg,data/train/label/8.jpg
data/train/image\8\28710.jpg,data/train/label/8.jpg
data/train/image\8\28712.jpg,data/train/label/8.jpg
data/train/image\8\28719.jpg,data/train/label/8.jpg
data/train/image\8\28726.jpg,data/train/label/8.jpg
data/train/image\8\28729.jpg,data/train/label/8.jpg
data/train/image\8\28739.jpg,data/train/label/8.jpg
data/train/image\8\28742.jpg,data/train/label/8.jpg
data/train/image\8\28749.jpg,data/train/label/8.jpg
data/train/image\8\28751.jpg,data/train/label/8.jpg
data/train/image\8\28766.jpg,data/train/label/8.jpg
data/train/image\8\28779.jpg,data/train/label/8.jpg
data/train/image\8\28782.jpg,data/train/label/8.jpg
data/train/image\8\28785.jpg,data/train/label/8.jpg
data/train/image\8\28788.jpg,data/train/label/8.jpg
data/train/image\8\28802.jpg,data/train/label/8.jpg
data/train/image\8\28813.jpg,data/train/label/8.jpg
data/train/image\8\28851.jpg,data/train/label/8.jpg
data/train/image\8\28856.jpg,data/train/label/8.jpg
data/train/image\8\28871.jpg,data/train/label/8.jpg
data/train/image\8\28884.jpg,data/train/label/8.jpg
data/train/image\8\28887.jpg,data/train/label/8.jpg
data/train/image\8\28891.jpg,data/train/label/8.jpg
data/train/image\8\28892.jpg,data/train/label/8.jpg
data/train/image\8\28902.jpg,data/train/label/8.jpg
data/train/image\8\28903.jpg,data/train/label/8.jpg
data/train/image\8\28915.jpg,data/train/label/8.jpg
data/train/image\8\28931.jpg,data/train/label/8.jpg
data/train/image\8\28935.jpg,data/train/label/8.jpg
data/train/image\8\28940.jpg,data/train/label/8.jpg
data/train/image\8\28959.jpg,data/train/label/8.jpg
data/train/image\8\28962.jpg,data/train/label/8.jpg
data/train/image\8\28987.jpg,data/train/label/8.jpg
data/train/image\8\28989.jpg,data/train/label/8.jpg
data/train/image\8\28999.jpg,data/train/label/8.jpg
data/train/image\8\2901.jpg,data/train/label/8.jpg
data/train/image\8\29016.jpg,data/train/label/8.jpg
data/train/image\8\29022.jpg,data/train/label/8.jpg
data/train/image\8\29026.jpg,data/train/label/8.jpg
data/train/image\8\29053.jpg,data/train/label/8.jpg
data/train/image\8\29070.jpg,data/train/label/8.jpg
data/train/image\8\29082.jpg,data/train/label/8.jpg
data/train/image\8\29090.jpg,data/train/label/8.jpg
data/train/image\8\29092.jpg,data/train/label/8.jpg
data/train/image\8\29095.jpg,data/train/label/8.jpg
data/train/image\8\29116.jpg,data/train/label/8.jpg
data/train/image\8\29118.jpg,data/train/label/8.jpg
data/train/image\8\29126.jpg,data/train/label/8.jpg
data/train/image\8\29131.jpg,data/train/label/8.jpg
data/train/image\8\29132.jpg,data/train/label/8.jpg
data/train/image\8\29139.jpg,data/train/label/8.jpg
data/train/image\8\29142.jpg,data/train/label/8.jpg
data/train/image\8\29145.jpg,data/train/label/8.jpg
data/train/image\8\29162.jpg,data/train/label/8.jpg
data/train/image\8\29164.jpg,data/train/label/8.jpg
data/train/image\8\29172.jpg,data/train/label/8.jpg
data/train/image\8\29178.jpg,data/train/label/8.jpg
data/train/image\8\29179.jpg,data/train/label/8.jpg
data/train/image\8\29183.jpg,data/train/label/8.jpg
data/train/image\8\29189.jpg,data/train/label/8.jpg
data/train/image\8\29192.jpg,data/train/label/8.jpg
data/train/image\8\29194.jpg,data/train/label/8.jpg
data/train/image\8\29198.jpg,data/train/label/8.jpg
data/train/image\8\29208.jpg,data/train/label/8.jpg
data/train/image\8\29223.jpg,data/train/label/8.jpg
data/train/image\8\29229.jpg,data/train/label/8.jpg
data/train/image\8\29254.jpg,data/train/label/8.jpg
data/train/image\8\29259.jpg,data/train/label/8.jpg
data/train/image\8\2927.jpg,data/train/label/8.jpg
data/train/image\8\29276.jpg,data/train/label/8.jpg
data/train/image\8\29279.jpg,data/train/label/8.jpg
data/train/image\8\29280.jpg,data/train/label/8.jpg
data/train/image\8\29299.jpg,data/train/label/8.jpg
data/train/image\8\29303.jpg,data/train/label/8.jpg
data/train/image\8\29306.jpg,data/train/label/8.jpg
data/train/image\8\29319.jpg,data/train/label/8.jpg
data/train/image\8\29335.jpg,data/train/label/8.jpg
data/train/image\8\29342.jpg,data/train/label/8.jpg
data/train/image\8\29360.jpg,data/train/label/8.jpg
data/train/image\8\29365.jpg,data/train/label/8.jpg
data/train/image\8\29381.jpg,data/train/label/8.jpg
data/train/image\8\29387.jpg,data/train/label/8.jpg
data/train/image\8\29393.jpg,data/train/label/8.jpg
data/train/image\8\2940.jpg,data/train/label/8.jpg
data/train/image\8\29402.jpg,data/train/label/8.jpg
data/train/image\8\29417.jpg,data/train/label/8.jpg
data/train/image\8\2942.jpg,data/train/label/8.jpg
data/train/image\8\29422.jpg,data/train/label/8.jpg
data/train/image\8\29431.jpg,data/train/label/8.jpg
data/train/image\8\29493.jpg,data/train/label/8.jpg
data/train/image\8\29494.jpg,data/train/label/8.jpg
data/train/image\8\295.jpg,data/train/label/8.jpg
data/train/image\8\2951.jpg,data/train/label/8.jpg
data/train/image\8\29511.jpg,data/train/label/8.jpg
data/train/image\8\29531.jpg,data/train/label/8.jpg
data/train/image\8\29535.jpg,data/train/label/8.jpg
data/train/image\8\29545.jpg,data/train/label/8.jpg
data/train/image\8\29563.jpg,data/train/label/8.jpg
data/train/image\8\29576.jpg,data/train/label/8.jpg
data/train/image\8\2958.jpg,data/train/label/8.jpg
data/train/image\8\29589.jpg,data/train/label/8.jpg
data/train/image\8\29596.jpg,data/train/label/8.jpg
data/train/image\8\29601.jpg,data/train/label/8.jpg
data/train/image\8\29604.jpg,data/train/label/8.jpg
data/train/image\8\29618.jpg,data/train/label/8.jpg
data/train/image\8\29627.jpg,data/train/label/8.jpg
data/train/image\8\29629.jpg,data/train/label/8.jpg
data/train/image\8\29634.jpg,data/train/label/8.jpg
data/train/image\8\29656.jpg,data/train/label/8.jpg
data/train/image\8\29665.jpg,data/train/label/8.jpg
data/train/image\8\29678.jpg,data/train/label/8.jpg
data/train/image\8\29680.jpg,data/train/label/8.jpg
data/train/image\8\29691.jpg,data/train/label/8.jpg
data/train/image\8\29700.jpg,data/train/label/8.jpg
data/train/image\8\29702.jpg,data/train/label/8.jpg
data/train/image\8\2971.jpg,data/train/label/8.jpg
data/train/image\8\29711.jpg,data/train/label/8.jpg
data/train/image\8\2972.jpg,data/train/label/8.jpg
data/train/image\8\29722.jpg,data/train/label/8.jpg
data/train/image\8\29729.jpg,data/train/label/8.jpg
data/train/image\8\29745.jpg,data/train/label/8.jpg
data/train/image\8\29751.jpg,data/train/label/8.jpg
data/train/image\8\29753.jpg,data/train/label/8.jpg
data/train/image\8\29777.jpg,data/train/label/8.jpg
data/train/image\8\29780.jpg,data/train/label/8.jpg
data/train/image\8\29782.jpg,data/train/label/8.jpg
data/train/image\8\29798.jpg,data/train/label/8.jpg
data/train/image\8\29829.jpg,data/train/label/8.jpg
data/train/image\8\29831.jpg,data/train/label/8.jpg
data/train/image\8\29858.jpg,data/train/label/8.jpg
